TransYearMonth,TransDate,Branch,Department,Visit,Sales
202003,2020-03-20,020,Dept2,301,43043.8
201907,2019-07-09,016,Dept1,145,81329.5
201811,2018-11-09,012,Dept2,540,114578.86
202002,2020-02-18,009,Dept1,61,19888.75
201907,2019-07-28,005,Dept1,193,101470.66
201911,2019-11-01,005,Dept2,616,71627.28
201908,2019-08-24,012,Dept1,194,108544.54
201808,2018-08-05,003,Dept1,99,56401.24
201801,2018-01-26,015,Dept2,272,66950.75
201909,2019-09-19,019,Dept1,68,41935.02
201809,2018-09-13,019,Dept1,84,45429.69
201807,2018-07-05,010,Dept2,351,81572.75
201810,2018-10-05,017,Dept2,234,56184.23
201802,2018-02-13,006,Dept2,596,144380
201810,2018-10-13,017,Dept1,107,63376.75
201807,2018-07-23,015,Dept1,72,44333
201910,2019-10-10,013,Dept2,242,23871.95
201806,2018-06-24,010,Dept2,460,119485.8
201804,2018-04-26,009,Dept2,101,39230.75
201912,2019-12-28,007,Dept2,474,108199.11
201801,2018-01-04,010,Dept2,453,105635.58
202001,2020-01-06,013,Dept1,40,18827.5
201903,2019-03-09,005,Dept1,167,107753.6
201808,2018-08-23,006,Dept2,482,203204.08
201803,2018-03-02,006,Dept2,621,410091.07
201902,2019-02-23,013,Dept2,238,34847
201806,2018-06-06,015,Dept1,40,32980
201812,2018-12-08,005,Dept1,120,74698.5
202007,2020-07-30,014,Dept2,496,99909.89
202001,2020-01-20,016,Dept2,269,91642.55
201908,2019-08-16,012,Dept2,247,43543.7
201912,2019-12-11,020,Dept1,154,86881.07
201809,2018-09-12,006,Dept1,279,164449.02
201907,2019-07-18,014,Dept2,261,61792.45
201906,2019-06-30,002,Dept1,363,190325.14
201908,2019-08-03,008,Dept1,203,92851.09
201811,2018-11-18,010,Dept1,120,86946.05
201802,2018-02-20,004,Dept1,156,74615
201906,2019-06-29,020,Dept1,218,110172.25
201807,2018-07-12,012,Dept1,62,45665.5
202006,2020-06-19,018,Dept1,90,53376.7
201807,2018-07-30,017,Dept2,377,59422.85
201903,2019-03-02,007,Dept2,448,131000.5
202009,2020-09-24,002,Dept1,111,51211.4
202007,2020-07-23,013,Dept2,175,24517.45
201810,2018-10-04,008,Dept2,132,45114.5
201906,2019-06-05,020,Dept2,212,43460.3
201910,2019-10-15,014,Dept2,394,69710.85
202009,2020-09-23,020,Dept1,116,57343
201911,2019-11-08,007,Dept1,101,43299.68
201912,2019-12-21,005,Dept1,209,107923.84
201910,2019-10-31,009,Dept2,135,18679.35
202002,2020-02-19,016,Dept1,206,95862.2
201911,2019-11-26,002,Dept2,280,56623.59
202001,2020-01-27,014,Dept1,174,86898.99
201904,2019-04-17,007,Dept2,245,82561
201808,2018-08-24,019,Dept2,297,54128.82
201910,2019-10-23,009,Dept1,89,50760.38
202003,2020-03-06,018,Dept1,115,59627.75
202001,2020-01-19,009,Dept2,273,45869.1
201911,2019-11-27,020,Dept2,459,47762.3
201804,2018-04-07,013,Dept1,49,26461
202003,2020-03-14,005,Dept2,812,99679.21
201907,2019-07-10,009,Dept1,74,43801
201804,2018-04-25,016,Dept2,229,73529.5
201805,2018-05-08,004,Dept1,98,85959
201906,2019-06-06,002,Dept2,255,102625.55
201811,2018-11-28,008,Dept1,71,35790.37
201912,2019-12-29,018,Dept2,953,135346.25
202006,2020-06-11,005,Dept2,493,63464.65
201904,2019-04-25,007,Dept1,80,53872.5
201812,2018-12-23,007,Dept1,209,132823.58
201809,2018-09-01,017,Dept1,177,101851.25
202005,2020-05-17,017,Dept1,104,59715
201905,2019-05-03,009,Dept2,246,42258.9
201903,2019-03-23,014,Dept2,663,183781.75
201909,2019-09-20,006,Dept1,278,137746.84
201903,2019-03-31,009,Dept1,152,92842.75
201908,2019-08-09,010,Dept1,168,92242.1
202008,2020-08-17,014,Dept1,100,57955
201909,2019-09-02,003,Dept2,538,59294.8
201901,2019-01-21,002,Dept2,310,70370.49
202002,2020-02-01,013,Dept2,549,40140.55
201801,2018-01-09,017,Dept2,167,41432.7
201810,2018-10-20,015,Dept2,364,65869.22
202005,2020-05-31,012,Dept2,763,112012.24
201811,2018-11-07,003,Dept1,135,80545.47
202008,2020-08-25,009,Dept2,186,28835.9
201803,2018-03-11,004,Dept1,285,191625.8
201810,2018-10-12,008,Dept1,57,32652.69
201809,2018-09-26,003,Dept2,330,53887.5
201806,2018-06-15,017,Dept2,164,29037.5
201801,2018-01-22,006,Dept1,208,127141
201801,2018-01-08,003,Dept2,600,125907.3
202008,2020-08-12,018,Dept1,71,41017.2
201802,2018-02-25,008,Dept1,160,77750.59
202008,2020-08-20,005,Dept2,504,94327.55
201910,2019-10-28,005,Dept2,424,57496.2
202002,2020-02-12,002,Dept1,191,79210.6
201912,2019-12-16,009,Dept1,40,26491.5
202003,2020-03-09,014,Dept1,151,79908.5
201810,2018-10-01,004,Dept2,461,96162.78
201810,2018-10-17,019,Dept2,238,40805.75
201903,2019-03-28,005,Dept1,122,79535.51
202008,2020-08-07,016,Dept2,203,79333.65
201802,2018-02-17,015,Dept2,320,83346.45
202002,2020-02-13,020,Dept1,240,87632.55
201803,2018-03-06,008,Dept1,73,29035
202007,2020-07-04,002,Dept2,445,201903.26
201803,2018-03-16,010,Dept1,122,64951
201805,2018-05-25,010,Dept1,114,92078.5
201901,2019-01-05,012,Dept2,506,158563.43
201907,2019-07-21,018,Dept2,646,70431.76
201903,2019-03-13,016,Dept1,191,112352.5
201910,2019-10-20,005,Dept1,142,92852.5
201807,2018-07-09,003,Dept2,434,83345.47
201812,2018-12-04,016,Dept1,178,112647
201909,2019-09-15,017,Dept2,532,87900.47
202001,2020-01-24,018,Dept1,97,49223.5
201806,2018-06-20,003,Dept2,323,64492
201805,2018-05-03,008,Dept1,50,44959
201804,2018-04-22,007,Dept1,105,62594.5
201810,2018-10-11,019,Dept1,100,53740.95
201807,2018-07-19,003,Dept1,261,146274.5
201904,2019-04-18,016,Dept1,145,107559.5
201808,2018-08-19,010,Dept2,486,101409.75
201806,2018-06-12,006,Dept2,467,175876.5
201802,2018-02-09,010,Dept2,349,71471.55
202002,2020-02-13,007,Dept1,169,54847.9
201802,2018-02-16,010,Dept2,367,84109.95
201901,2019-01-04,017,Dept2,268,68878.75
202007,2020-07-03,007,Dept2,400,69738.24
201911,2019-11-14,016,Dept1,148,93254.5
202009,2020-09-12,016,Dept2,381,95825.89
201810,2018-10-26,004,Dept2,600,90605.15
201812,2018-12-03,013,Dept1,30,17948
201806,2018-06-21,006,Dept2,417,108535.14
201807,2018-07-08,006,Dept2,1108,332084.18
201908,2019-08-29,004,Dept1,344,160013.55
201904,2019-04-29,013,Dept2,96,13073.85
201908,2019-08-21,004,Dept2,445,92370.12
201806,2018-06-03,003,Dept1,83,45660.56
201906,2019-06-04,013,Dept2,54,11110.3
201812,2018-12-29,016,Dept1,278,159530.62
202008,2020-08-27,018,Dept2,476,45792.6
201804,2018-04-03,007,Dept2,331,132359.55
201807,2018-07-26,003,Dept1,170,97245.5
202006,2020-06-25,009,Dept1,55,32025.2
201805,2018-05-12,010,Dept2,503,136484.25
202001,2020-01-01,005,Dept1,157,84214.51
201805,2018-05-26,015,Dept1,92,57901.8
201809,2018-09-16,012,Dept2,425,97835.77
201912,2019-12-07,014,Dept1,446,247938.1
201904,2019-04-05,013,Dept1,37,18885
202005,2020-05-12,021,Dept2,95,12402.25
202007,2020-07-11,007,Dept1,266,146621.5
201908,2019-08-13,019,Dept1,51,29543.5
201902,2019-02-12,018,Dept2,436,85555.25
202009,2020-09-04,016,Dept1,238,143840.5
202001,2020-01-09,018,Dept2,884,101619.7
201906,2019-06-18,016,Dept1,189,108680.5
201801,2018-01-21,003,Dept1,116,53337.5
201907,2019-07-04,018,Dept1,130,75619.5
202007,2020-07-26,020,Dept2,1194,123063.15
201808,2018-08-02,015,Dept2,162,55738.75
201902,2019-02-04,005,Dept1,68,53794.5
202008,2020-08-06,013,Dept2,179,23194.15
202007,2020-07-25,002,Dept2,410,214018.15
201905,2019-05-13,005,Dept1,76,46094
201801,2018-01-07,006,Dept2,1282,417911.81
201910,2019-10-05,005,Dept2,887,140654.1
201808,2018-08-28,010,Dept2,389,129813.85
201801,2018-01-29,003,Dept2,518,85235
201909,2019-09-16,012,Dept2,252,155359.08
202005,2020-05-27,006,Dept1,159,78376.5
201811,2018-11-14,004,Dept2,382,75913.07
201803,2018-03-25,008,Dept2,325,74899.1
201901,2019-01-17,016,Dept1,161,82159.5
201805,2018-05-18,008,Dept2,167,41874.3
201905,2019-05-05,018,Dept2,1115,125949.75
201907,2019-07-23,013,Dept1,33,20621.4
202009,2020-09-30,013,Dept1,65,25390
201902,2019-02-28,005,Dept2,419,75198.32
201903,2019-03-14,013,Dept1,27,21164
201802,2018-02-27,003,Dept2,512,102132.5
201812,2018-12-11,013,Dept2,57,14596.55
201802,2018-02-06,008,Dept2,174,37390.84
201906,2019-06-26,016,Dept2,263,102382
201808,2018-08-18,008,Dept2,299,85444.71
201804,2018-04-21,002,Dept1,255,186180.5
201809,2018-09-30,017,Dept1,106,69623.26
201902,2019-02-20,018,Dept1,80,45012.5
201811,2018-11-22,019,Dept1,39,17906
201803,2018-03-17,015,Dept1,106,77131.27
201905,2019-05-27,018,Dept2,286,84080.68
201808,2018-08-10,015,Dept1,88,67029
201803,2018-03-28,006,Dept2,624,189137.82
201804,2018-04-08,014,Dept1,240,141074.1
202001,2020-01-31,002,Dept1,227,101016.5
201807,2018-07-05,008,Dept2,152,49360
201908,2019-08-08,017,Dept1,47,30604
201811,2018-11-17,017,Dept1,126,68105.5
201807,2018-07-02,006,Dept1,253,129923.22
201802,2018-02-03,006,Dept2,923,214341.25
202009,2020-09-15,018,Dept2,334,40023.85
202005,2020-05-30,015,Dept2,561,86329.85
201901,2019-01-12,018,Dept1,141,86320.5
202007,2020-07-24,014,Dept2,521,88199.83
202006,2020-06-12,002,Dept2,296,111267.6
202008,2020-08-16,013,Dept1,45,29918.5
201911,2019-11-27,005,Dept2,357,37977.65
202007,2020-07-16,009,Dept1,48,33062.5
201801,2018-01-10,010,Dept2,350,70002.45
201912,2019-12-21,020,Dept1,155,65692.6
202001,2020-01-14,016,Dept2,376,136607.7
201902,2019-02-07,016,Dept2,279,70671.25
201901,2019-01-01,004,Dept1,260,170944.58
201906,2019-06-05,005,Dept2,202,40559.3
201807,2018-07-31,010,Dept2,423,92570.6
201911,2019-11-19,018,Dept1,59,21951.5
202005,2020-05-22,008,Dept1,71,33187
201907,2019-07-17,013,Dept2,212,26839
201906,2019-06-21,018,Dept2,508,67260.45
201906,2019-06-29,005,Dept1,229,101079.19
201802,2018-02-21,003,Dept1,150,81405
201910,2019-10-02,016,Dept1,166,69115
202008,2020-08-30,016,Dept2,491,146928.7
201805,2018-05-07,003,Dept1,79,46300.2
201808,2018-08-13,006,Dept2,1061,328504.35
202009,2020-09-07,018,Dept1,85,48199.05
202009,2020-09-23,005,Dept1,94,37764.5
201901,2019-01-09,019,Dept2,230,45053.33
201808,2018-08-31,003,Dept1,242,139643.64
201912,2019-12-20,002,Dept1,605,265268.29
201905,2019-05-22,016,Dept2,233,49606.9
202003,2020-03-14,020,Dept2,962,97451.54
202007,2020-07-08,009,Dept2,134,11809.25
201801,2018-01-04,008,Dept2,379,103686.48
201806,2018-06-14,010,Dept2,356,94928
202002,2020-02-08,009,Dept1,168,70732.2
202006,2020-06-11,020,Dept2,494,72121.95
201901,2019-01-20,005,Dept2,619,130424.8
201909,2019-09-01,004,Dept2,1471,293852.53
201905,2019-05-08,016,Dept2,328,88345.1
201803,2018-03-10,003,Dept1,168,100916.91
201903,2019-03-24,013,Dept2,201,33051.25
202006,2020-06-30,007,Dept1,134,76105.1
201910,2019-10-16,013,Dept2,188,44306.55
201805,2018-05-21,006,Dept2,383,87419.5
201810,2018-10-21,012,Dept2,604,95898.6
202003,2020-03-13,002,Dept2,359,97040.05
201806,2018-06-24,008,Dept2,371,90694.45
201906,2019-06-13,018,Dept1,123,67918
201811,2018-11-08,004,Dept1,132,81980.81
201809,2018-09-27,004,Dept2,444,80504.77
202001,2020-01-28,013,Dept1,23,15852
201912,2019-12-02,007,Dept2,270,63848.18
201807,2018-07-13,015,Dept1,102,58692
201902,2019-02-15,016,Dept1,190,115699.5
202009,2020-09-20,004,Dept1,558,286724.25
202007,2020-07-19,015,Dept2,457,77201.25
201805,2018-05-04,002,Dept1,143,99240.87
202008,2020-08-13,012,Dept1,99,54689.5
201910,2019-10-11,012,Dept2,562,54225.18
201804,2018-04-11,015,Dept1,55,64550.5
201804,2018-04-29,010,Dept2,465,100049.25
201911,2019-11-22,004,Dept2,825,131963.1
201811,2018-11-03,005,Dept1,181,95477.7
202002,2020-02-13,008,Dept1,122,35346.8
201810,2018-10-16,013,Dept2,116,14392.5
202008,2020-08-27,017,Dept2,239,31982.9
202007,2020-07-11,008,Dept1,139,81314.5
201905,2019-05-27,017,Dept2,130,22799.85
201909,2019-09-06,005,Dept2,678,70391.5
201803,2018-03-07,002,Dept1,213,122068
201906,2019-06-10,004,Dept2,261,69202.25
201802,2018-02-06,007,Dept2,197,68624.08
201806,2018-06-21,009,Dept2,79,14590.75
201902,2019-02-12,017,Dept2,134,28342.25
201907,2019-07-22,012,Dept2,259,54810.44
201812,2018-12-29,019,Dept1,226,132802.9
201802,2018-02-24,002,Dept1,273,146052.52
202005,2020-05-27,009,Dept1,42,31803
201804,2018-04-03,008,Dept2,274,76237.63
201901,2019-01-25,004,Dept2,656,159644.62
201806,2018-06-29,014,Dept1,151,79415.75
202003,2020-03-18,003,Dept2,379,71928.98
202002,2020-02-23,010,Dept1,130,86867
201807,2018-07-16,014,Dept1,118,68579
201902,2019-02-20,017,Dept1,75,45426
202006,2020-06-04,002,Dept1,113,60155.69
202003,2020-03-17,021,Dept2,611,102719.85
201911,2019-11-14,019,Dept1,49,31745
201805,2018-05-18,007,Dept2,172,45061.25
201903,2019-03-19,012,Dept2,226,43322.75
201801,2018-01-07,009,Dept2,368,118122.99
202009,2020-09-04,019,Dept1,236,116968
201809,2018-09-30,018,Dept1,197,110346.67
201906,2019-06-18,019,Dept1,116,57191.6
201912,2019-12-16,021,Dept1,335,168651.5
201906,2019-06-26,019,Dept2,254,189455.75
201811,2018-11-22,016,Dept1,119,83031.5
201901,2019-01-04,018,Dept2,618,134337.84
201803,2018-03-25,007,Dept2,347,71682.25
202006,2020-06-03,020,Dept1,213,110383
201901,2019-01-17,019,Dept1,81,61217
202001,2020-01-23,012,Dept1,106,66323
201912,2019-12-17,003,Dept1,180,85600.02
201808,2018-08-18,007,Dept2,379,78013.35
202004,2020-04-27,002,Dept2,148,88379.4
202006,2020-06-08,021,Dept2,656,99830.6
202009,2020-09-12,019,Dept2,932,123917.1
201809,2018-09-22,005,Dept2,618,186288.48
202001,2020-01-09,017,Dept2,340,46927.83
201905,2019-05-05,017,Dept2,924,122375.62
202006,2020-06-25,006,Dept1,405,197612.3
201907,2019-07-04,017,Dept1,75,45944.5
202006,2020-06-07,003,Dept2,282,44682.2
201807,2018-07-08,009,Dept2,274,105615.96
201908,2019-08-13,016,Dept1,149,85617.5
202002,2020-02-05,015,Dept2,230,41394.65
202007,2020-07-03,008,Dept2,251,41398.05
201805,2018-05-16,014,Dept2,248,64975.75
202005,2020-05-22,020,Dept1,92,47228.5
201810,2018-10-04,005,Dept2,317,54298.5
201811,2018-11-28,005,Dept1,103,63461
202003,2020-03-20,010,Dept2,309,46638.55
202008,2020-08-25,004,Dept2,995,125583.2
201904,2019-04-09,017,Dept1,85,58093.85
201810,2018-10-12,005,Dept1,86,54819.16
201912,2019-12-29,015,Dept2,424,80319.4
201805,2018-05-08,009,Dept1,57,37093
201901,2019-01-31,017,Dept2,222,40800.25
201802,2018-02-20,009,Dept1,38,17378
201802,2018-02-12,014,Dept2,226,54641.7
201909,2019-09-12,016,Dept2,303,74460.55
201809,2018-09-20,016,Dept2,252,75131.97
201806,2018-06-25,002,Dept2,222,117171.12
201905,2019-05-03,004,Dept2,769,123557.4
201810,2018-10-20,018,Dept2,1069,164535.28
202007,2020-07-29,006,Dept2,334,189339.4
201801,2018-01-17,007,Dept1,57,30647
202002,2020-02-27,006,Dept2,581,127539
201804,2018-04-17,006,Dept1,230,152572.88
202005,2020-05-23,002,Dept1,218,120841.75
201906,2019-06-14,012,Dept1,76,47322.5
201812,2018-12-07,017,Dept1,57,44580.5
201903,2019-03-10,017,Dept1,150,121744
201907,2019-07-10,004,Dept1,139,78666.46
201801,2018-01-03,002,Dept2,585,158272.78
201903,2019-03-31,004,Dept1,454,253254.61
201901,2019-01-13,012,Dept1,114,61224.1
202003,2020-03-06,015,Dept1,74,39683.5
201806,2018-06-07,007,Dept1,67,35571.5
201907,2019-07-27,017,Dept1,193,99710.45
201907,2019-07-18,019,Dept2,212,57809.85
202007,2020-07-07,003,Dept2,631,75567.13
202007,2020-07-08,021,Dept2,870,228185.25
201912,2019-12-11,010,Dept1,157,75184.25
201906,2019-06-22,012,Dept2,531,78794.45
202006,2020-06-19,015,Dept1,100,65584.5
202007,2020-07-15,003,Dept1,157,80261
201801,2018-01-25,007,Dept2,248,64003.25
201901,2019-01-08,013,Dept2,159,32088.5
201807,2018-07-04,002,Dept2,446,150741.31
201908,2019-08-03,005,Dept1,166,78892.34
201912,2019-12-21,008,Dept1,146,77406.2
202008,2020-08-17,019,Dept1,102,44399
202002,2020-02-08,021,Dept1,1294,487208.95
201910,2019-10-23,004,Dept1,379,201829.65
201803,2018-03-03,014,Dept2,495,145576.74
202009,2020-09-08,012,Dept1,81,47113.62
202003,2020-03-14,008,Dept2,321,104220.95
201812,2018-12-15,017,Dept2,249,53009.85
201911,2019-11-18,012,Dept1,66,41787.5
202008,2020-08-02,017,Dept2,674,82047.8
201910,2019-10-31,004,Dept2,866,222096.61
201803,2018-03-11,009,Dept1,88,57713.05
202007,2020-07-16,021,Dept1,313,181925.25
201808,2018-08-24,014,Dept2,392,80995.35
201807,2018-07-22,007,Dept1,227,126013.5
201910,2019-10-15,019,Dept2,261,60949.25
202001,2020-01-19,004,Dept2,1290,256703.65
202002,2020-02-09,003,Dept1,203,83566.8
201903,2019-03-23,019,Dept2,505,108557.5
202009,2020-09-16,012,Dept2,438,96120
202001,2020-01-27,019,Dept1,78,42460.8
202006,2020-06-11,008,Dept2,188,49013.63
202004,2020-04-02,002,Dept2,158,114300.2
201909,2019-09-01,014,Dept2,959,212752.27
202009,2020-09-07,008,Dept1,114,56213.5
201912,2019-12-20,012,Dept1,68,41259.69
202001,2020-01-28,003,Dept1,182,105154.45
201901,2019-01-01,014,Dept1,302,187322.79
202008,2020-08-16,003,Dept1,135,60743.65
201910,2019-10-15,021,Dept2,1360,167658.88
201906,2019-06-21,008,Dept2,241,54041.9
201910,2019-10-16,003,Dept2,445,51417.95
201906,2019-06-29,015,Dept1,154,92575.55
202009,2020-09-15,008,Dept2,199,39633.5
202003,2020-03-13,012,Dept2,445,60103.05
201802,2018-02-21,013,Dept1,16,10007
201911,2019-11-09,010,Dept1,160,78280.2
201901,2019-01-12,008,Dept1,129,63840.32
201807,2018-07-05,018,Dept2,445,61047.75
201809,2018-09-27,014,Dept2,331,81929.5
201903,2019-03-01,010,Dept2,454,96931.65
201810,2018-10-21,002,Dept2,511,250972.58
202002,2020-02-08,019,Dept1,432,150882.4
201807,2018-07-02,016,Dept1,141,72798.25
201907,2019-07-17,003,Dept2,303,48111
202001,2020-01-27,021,Dept1,322,179213.6
201803,2018-03-28,016,Dept2,336,77824.5
201902,2019-02-15,006,Dept1,287,158978.2
201910,2019-10-02,006,Dept1,307,161931.25
201804,2018-04-08,004,Dept1,284,197894
201902,2019-02-07,006,Dept2,559,130190.27
201904,2019-04-24,010,Dept1,69,52747
201808,2018-08-13,016,Dept2,515,170533.2
201904,2019-04-16,010,Dept2,523,208447.75
202006,2020-06-30,017,Dept1,118,63168.31
202009,2020-09-23,015,Dept1,41,22742
201908,2019-08-08,007,Dept1,81,51775.5
201812,2018-12-24,010,Dept1,110,74223.5
202001,2020-01-14,006,Dept2,613,128392.64
202008,2020-08-30,006,Dept2,1399,297695.9
201808,2018-08-31,013,Dept1,41,23148.9
201805,2018-05-07,013,Dept1,18,14255.6
201803,2018-03-10,013,Dept1,94,50977.3
201901,2019-01-09,009,Dept2,131,39323.5
201802,2018-02-03,016,Dept2,337,116363.75
202005,2020-05-30,005,Dept2,844,115360.95
202008,2020-08-17,021,Dept1,265,143492
201901,2019-01-20,015,Dept2,341,67977.8
201911,2019-11-19,008,Dept1,65,34055.5
201801,2018-01-04,018,Dept2,733,127957.75
201911,2019-11-27,015,Dept2,225,46738.96
201811,2018-11-08,014,Dept1,144,80432.1
202005,2020-05-22,018,Dept1,50,29449
201906,2019-06-05,015,Dept2,173,52646.55
201912,2019-12-02,017,Dept2,204,32337.55
201811,2018-11-17,007,Dept1,143,92398.65
201905,2019-05-22,006,Dept2,297,84840.24
201903,2019-03-24,003,Dept2,364,87668.75
201807,2018-07-13,005,Dept1,102,70058
202001,2020-01-31,012,Dept1,79,44596.7
201906,2019-06-13,008,Dept1,67,37776.5
202007,2020-07-16,019,Dept1,96,40344.5
201806,2018-06-24,018,Dept2,735,133472.5
202007,2020-07-08,019,Dept2,438,50228.8
202007,2020-07-24,004,Dept2,941,125314.1
201905,2019-05-08,006,Dept2,1052,149731.06
201805,2018-05-21,016,Dept2,284,80052
202006,2020-06-12,012,Dept2,439,62725.6
202009,2020-09-03,002,Dept1,95,47284
201812,2018-12-30,002,Dept1,323,189987.67
201906,2019-06-17,002,Dept1,191,114199.05
201805,2018-05-11,004,Dept2,517,85921
201903,2019-03-28,014,Dept1,140,86953.7
201804,2018-04-22,016,Dept1,226,201027.6
201806,2018-06-02,017,Dept1,114,79162.5
201801,2018-01-08,012,Dept2,228,53108.99
202001,2020-01-16,014,Dept2,601,84259.1
202009,2020-09-29,007,Dept1,117,56827.5
201901,2019-01-16,002,Dept1,228,134289.26
201906,2019-06-26,020,Dept2,302,106413.07
202009,2020-09-12,020,Dept2,1643,136591.1
202008,2020-08-07,007,Dept2,363,78266.9
202006,2020-06-03,019,Dept1,297,155218
201907,2019-07-24,007,Dept1,116,80571.9
202003,2020-03-01,005,Dept2,641,83428.85
201906,2019-06-03,007,Dept2,334,93220.8
202006,2020-06-08,018,Dept2,347,38408.25
201906,2019-06-18,020,Dept1,103,57610.5
202009,2020-09-04,020,Dept1,237,110182
201810,2018-10-09,015,Dept1,73,51993.65
201802,2018-02-17,004,Dept2,643,187076.49
202003,2020-03-17,018,Dept2,295,29892.85
201912,2019-12-16,018,Dept1,115,59194
201812,2018-12-04,007,Dept1,85,36764.36
201910,2019-10-28,014,Dept2,430,114111.7
201906,2019-06-25,002,Dept2,265,80544.53
201901,2019-01-05,003,Dept2,466,107022.59
201903,2019-03-20,009,Dept2,171,39290.75
201907,2019-07-13,014,Dept1,298,142479.25
201911,2019-11-14,020,Dept1,71,46454.5
201911,2019-11-15,002,Dept1,195,106833.84
201802,2018-02-26,017,Dept2,145,39041
201801,2018-01-30,017,Dept2,149,31424
202007,2020-07-12,013,Dept1,56,25527
202009,2020-09-11,002,Dept2,266,62536.45
202001,2020-01-24,009,Dept1,45,27354
201801,2018-01-22,017,Dept1,56,33485
201806,2018-06-20,012,Dept2,187,39110
201812,2018-12-12,007,Dept2,246,71660.8
201804,2018-04-04,013,Dept2,182,51334.75
201910,2019-10-20,014,Dept1,202,132764.5
201908,2019-08-20,010,Dept2,353,95544.75
202005,2020-05-26,012,Dept1,70,40539
201904,2019-04-04,007,Dept1,124,59955.58
201907,2019-07-21,009,Dept2,344,69742.1
202006,2020-06-16,005,Dept1,153,91828.9
201807,2018-07-27,017,Dept1,116,79435
202008,2020-08-12,009,Dept1,122,65952.1
201904,2019-04-28,007,Dept2,398,107779.91
201807,2018-07-09,012,Dept2,249,60129.75
201910,2019-10-12,009,Dept2,267,34300.16
202003,2020-03-09,005,Dept1,56,36657.5
201810,2018-10-01,015,Dept2,199,37661.87
201909,2019-09-15,006,Dept2,1216,402700.86
201908,2019-08-28,010,Dept1,146,87799.9
201912,2019-12-24,005,Dept2,562,96056.15
201810,2018-10-17,008,Dept2,244,46921.83
202002,2020-02-12,013,Dept1,98,29170.8
202007,2020-07-04,013,Dept2,330,34538.95
202007,2020-07-26,016,Dept2,499,143126.18
202008,2020-08-20,014,Dept2,479,118793.35
201809,2018-09-17,006,Dept2,448,192471.81
201810,2018-10-27,010,Dept2,598,91278.17
201908,2019-08-06,015,Dept1,95,51880
201811,2018-11-13,010,Dept2,353,75247.5
201903,2019-03-13,007,Dept1,96,80759.1
201808,2018-08-27,004,Dept2,469,91768.11
201803,2018-03-03,005,Dept2,540,88025.25
201901,2019-01-13,003,Dept1,159,99136.48
202006,2020-06-11,019,Dept2,391,54660.2
201907,2019-07-27,006,Dept1,598,336472.78
202005,2020-05-23,013,Dept1,62,33971
202001,2020-01-05,010,Dept1,187,106805.5
201901,2019-01-08,002,Dept2,395,96666.95
202002,2020-02-27,017,Dept2,254,66767.05
201903,2019-03-31,015,Dept1,213,152934.26
201806,2018-06-07,016,Dept1,99,62485.5
202007,2020-07-07,012,Dept2,938,132759.45
201812,2018-12-07,006,Dept1,194,133560
202009,2020-09-08,003,Dept1,131,62541.15
201912,2019-12-29,004,Dept2,1004,222265.5
201807,2018-07-22,016,Dept1,418,240250.7
202008,2020-08-25,015,Dept2,215,30868.65
201902,2019-02-24,010,Dept2,523,149004.35
202009,2020-09-16,003,Dept2,422,57882.15
201805,2018-05-08,018,Dept1,86,46285.5
201810,2018-10-04,014,Dept2,410,124263.07
201907,2019-07-18,008,Dept2,147,40061.75
201903,2019-03-23,008,Dept2,366,79687.25
201804,2018-04-17,017,Dept1,73,171502
202007,2020-07-15,012,Dept1,59,35713.5
201807,2018-07-04,013,Dept2,186,57444.25
202009,2020-09-07,021,Dept1,467,231896.8
202001,2020-01-19,015,Dept2,486,92412.25
202001,2020-01-27,008,Dept1,61,42478.49
201905,2019-05-03,015,Dept2,359,63067.15
201906,2019-06-22,003,Dept2,399,83514
201911,2019-11-19,021,Dept1,274,145622.75
201903,2019-03-10,006,Dept1,636,420597
202003,2020-03-14,019,Dept2,721,88176.5
201802,2018-02-12,005,Dept2,367,68857.25
201906,2019-06-14,003,Dept1,246,124858.25
201810,2018-10-12,014,Dept1,128,91997.15
202008,2020-08-02,006,Dept2,1002,212467.2
201905,2019-05-17,010,Dept1,116,75060
201808,2018-08-24,005,Dept2,388,62675.2
201801,2018-01-25,016,Dept2,342,111842.5
201803,2018-03-11,018,Dept1,184,123541.6
202008,2020-08-17,008,Dept1,65,25219.5
201811,2018-11-28,014,Dept1,151,142953.75
202006,2020-06-19,004,Dept1,367,220486.65
201912,2019-12-21,019,Dept1,246,129105.3
201904,2019-04-09,006,Dept1,345,210710.22
201911,2019-11-18,003,Dept1,123,66026.25
201812,2018-12-15,006,Dept2,1186,328599.05
201907,2019-07-10,015,Dept1,87,47889.75
201910,2019-10-09,010,Dept2,459,77152.65
201810,2018-10-20,009,Dept2,259,42202.1
202009,2020-09-15,021,Dept2,976,216679.3
202003,2020-03-06,004,Dept1,289,180050.2
201908,2019-08-03,014,Dept1,392,196067.2
201802,2018-02-20,018,Dept1,128,72749.25
201801,2018-01-03,013,Dept2,143,29727.5
201806,2018-06-25,013,Dept2,91,17964.75
201910,2019-10-23,015,Dept1,124,62497.75
201910,2019-10-15,008,Dept2,155,31253.6
201805,2018-05-16,005,Dept2,388,91970.25
201909,2019-09-12,007,Dept2,238,46057.2
201905,2019-05-31,010,Dept1,177,109774.6
201910,2019-10-31,015,Dept2,214,32102.2
201809,2018-09-20,007,Dept2,155,102498.75
201901,2019-01-31,006,Dept2,452,117396.86
