Year,CountryCode,CountryName,AmountUSD
1981,SVN,Slovenia,
1981,SWE,Sweden,36635527214.9149
1981,SWZ,Eswatini,429712460.063898
1981,SXM,Sint Maarten (Dutch part),
1981,SYC,Seychelles,17156023.2333964
1981,SYR,Syrian Arab Republic,2481042398.7989
1981,TCA,Turks and Caicos Islands,
1981,TCD,Chad,132421607.297518
1981,TGO,Togo,444924500.103963
1981,THA,Thailand,8309884328.42661
1981,TJK,Tajikistan,
1981,TKM,Turkmenistan,
1981,TLS,Timor-Leste,
1981,TON,Tonga,15794070.3286601
1981,TTO,Trinidad and Tobago,
1981,TUN,Tunisia,3487039287.16079
1981,TUR,Turkey,5851518175.85125
1981,TUV,Tuvalu,
1981,TZA,Tanzania,
1981,UGA,Uganda,215000000
1981,UKR,Ukraine,
1981,URY,Uruguay,1679801358.25003
1981,USA,United States,305239000000
1981,UZB,Uzbekistan,
1981,VCT,St. Vincent and the Grenadines,42955555.5555556
1981,VEN,"Venezuela, RB",20231441860.4651
1981,VGB,British Virgin Islands,
1981,VIR,Virgin Islands,
1981,VNM,Vietnam,
1981,VUT,Vanuatu,37893106.8248582
1981,WSM,Samoa,
1981,XKX,Kosovo,
1981,YEM,"Yemen, Rep.",
1981,ZAF,South Africa,23474811206.4458
1981,ZMB,Zambia,
1981,ZWE,Zimbabwe,1556227500
1984,ABW,Aruba,
1984,AFG,Afghanistan,
1984,AGO,Angola,
1984,ALB,Albania,335069933.049631
1984,AND,Andorra,
1984,ARE,United Arab Emirates,
1984,ARG,Argentina,6003000151.64854
1984,ARM,Armenia,
1984,ASM,American Samoa,
1984,ATG,Antigua and Barbuda,129688888.888889
1984,AUS,Australia,26236189096.1782
1984,AUT,Austria,22265892373.2893
1984,AZE,Azerbaijan,
1984,BDI,Burundi,113561106.006182
1984,BEL,Belgium,53412069812.9014
1984,BEN,Benin,205805456.696281
1984,BFA,Burkina Faso,160016224.494607
1984,BGD,Bangladesh,642600000
1984,BGR,Bulgaria,7061055555.55556
1984,BHR,Bahrain,3768351063.82979
1984,BHS,"Bahamas, The",1297900000
1984,BIH,Bosnia and Herzegovina,
1984,BLR,Belarus,
1984,BLZ,Belize,108649358.108206
1984,BMU,Bermuda,
1984,BOL,Bolivia,1459225551.75372
1984,BRA,Brazil,28317692072.5525
1984,BRB,Barbados,823546959.67782
1984,BRN,Brunei Darussalam,
1984,BTN,Bhutan,21887323.943662
1984,BWA,Botswana,754544054.220579
1984,CAF,Central African Republic,149211719.376313
1984,CAN,Canada,99619334414.3309
1984,CHE,Switzerland,51113594288.6326
1984,CHI,Channel Islands,
1984,CHL,Chile,4474125374.86451
1984,CHN,China,24764305080.89
1984,CIV,Cote d'Ivoire,3100078387.62971
1984,CMR,Cameroon,2611952656.02619
1984,COD,"Congo, Dem. Rep.",
1984,COG,"Congo, Rep.",1351850300.61217
1984,COL,Colombia,4546303965.08543
1984,COM,Comoros,16319833.0255199
1984,CPV,Cabo Verde,30064775.4008994
1984,CRI,Costa Rica,1258544844.57489
1984,CUB,Cuba,7766066363.11895
1984,CUW,Curaçao,
1984,CYM,Cayman Islands,
1984,CYP,Cyprus,1245251944.1675
1984,CZE,Czech Republic,
1984,DEU,Germany,157369120816.439
1984,DJI,Djibouti,
1984,DMA,Dominica,32000000
1984,DNK,Denmark,21450862252.0905
1984,DOM,Dominican Republic,2519773063.6
1984,DZA,Algeria,13805836196.1713
1984,ECU,Ecuador,2938789738.24893
1984,EGY,"Egypt, Arab Rep.",6987744571.05999
1984,ERI,Eritrea,
1984,ESP,Spain,36739040260.8156
1984,EST,Estonia,
1984,ETH,Ethiopia,
1984,FIN,Finland,15594578551.6423
1984,FJI,Fiji,
1984,FRA,France,126491030548.675
1984,FRO,Faroe Islands,
1984,FSM,"Micronesia, Fed. Sts.",
1984,GAB,Gabon,2104556520.13366
1984,GBR,United Kingdom,124456923915.935
1984,GEO,Georgia,
1984,GHA,Ghana,354924983.692107
1984,GIB,Gibraltar,
1984,GIN,Guinea,
1984,GMB,Gambia,90664350.8830669
1984,GNB,Guinea-Bissau,18557846.0316083
1984,GNQ,Equatorial Guinea,
1984,GRC,Greece,8067825876.66264
1984,GRD,Grenada,41777777.7777778
1984,GRL,Greenland,
1984,GTM,Guatemala,1231300000
1984,GUM,Guam,
1984,GUY,Guyana,193263157.894737
1984,HKG,"Hong Kong SAR, China",34837426451.7779
1984,HND,Honduras,1174230696.63565
1984,HRV,Croatia,
1984,HTI,Haiti,
1984,HUN,Hungary,
1984,IDN,Indonesia,23177770004.1644
1984,IMN,Isle of Man,
1984,IND,India,13330753440.7915
1984,IRL,Ireland,10718900034.1472
1984,IRN,"Iran, Islamic Rep.",18359078549.9771
1984,IRQ,Iraq,12011257639.1123
1984,ISL,Iceland,1072642408.42817
1984,ISR,Israel,9629545702.59209
1984,ITA,Italy,91959275622.6581
1984,JAM,Jamaica,1319189408.54215
1984,JOR,Jordan,1940962288.68661
1984,JPN,Japan,189757601911.398
1984,KAZ,Kazakhstan,
1984,KEN,Kenya,1656202769.96947
1984,KGZ,Kyrgyz Republic,
1984,KHM,Cambodia,
1984,KIR,Kiribati,16809302.3255814
1984,KNA,St. Kitts and Nevis,38548148.1481481
1984,KOR,"Korea, Rep.",28420680413.9061
1984,KWT,Kuwait,13042891252.9551
1984,LAO,Lao PDR,48571428.5714286
1984,LBN,Lebanon,
1984,LBR,Liberia,
1984,LBY,Libya,
1984,LCA,St. Lucia,103751851.851852
1984,LIE,Liechtenstein,
1984,LKA,Sri Lanka,1740762578.61635
1984,LSO,Lesotho,
1984,LTU,Lithuania,
1984,LUX,Luxembourg,4602357023.17788
1984,LVA,Latvia,
1984,MAC,"Macao SAR, China",1491151653.93135
1984,MAF,St. Martin (French part),
1984,MAR,Morocco,3800197491.62931
1984,MCO,Monaco,
1984,MDA,Moldova,
1984,MDG,Madagascar,390451042.890526
1984,MDV,Maldives,84500000
1984,MEX,Mexico,30526865315.8522
1984,MHL,Marshall Islands,
1984,MLI,Mali,235050749.879794
1984,MLT,Malta,687744389.607971
1984,MMR,Myanmar,
1984,MNE,Montenegro,
1984,MNG,Mongolia,612402625
1984,MNP,Northern Mariana Islands,
1984,MOZ,Mozambique,139964622.641509
1984,MRT,Mauritania,331390700.794473
1984,MUS,Mauritius,506438265.834801
1984,MWI,Malawi,342719683.033819
1984,MYS,Malaysia,18478779953.917
1984,NAM,Namibia,885207076.526808
1984,NCL,New Caledonia,
1984,NER,Niger,334702527.733297
1984,NGA,Nigeria,4666830479.35117
1984,NIC,Nicaragua,510641377.551724
1984,NLD,Netherlands,84042709615.3846
1984,NOR,Norway,26225816332.782
1984,NPL,Nepal,274961829.059717
1984,NRU,Nauru,
1984,NZL,New Zealand,6892046043.76231
1984,OMN,Oman,4435437174.29068
1984,PAK,Pakistan,3448628354.11101
1984,PAN,Panama,2752048000
1984,PER,Peru,3839630804.73031
1984,PHL,Philippines,7545617323.50422
1984,PLW,Palau,
1984,PNG,Papua New Guinea,1006788226.12953
1984,POL,Poland,
1984,PRI,Puerto Rico,9146000000
1984,PRK,"Korea, Dem. People’s Rep.",
1984,PRT,Portugal,7358066009.31252
1984,PRY,Paraguay,827269915.109356
1984,PSE,West Bank and Gaza,
1984,PYF,French Polynesia,
1984,QAT,Qatar,
1984,ROU,Romania,
1984,RUS,Russian Federation,
1984,RWA,Rwanda,200513014.189952
1984,SAU,Saudi Arabia,41296821793.4166
1984,SDN,Sudan,820571428.571429
1984,SEN,Senegal,1163901069.88843
1984,SGP,Singapore,30900662565.0734
1984,SLB,Solomon Islands,96333516.5266546
1984,SLE,Sierra Leone,115540150.202195
1984,SLV,El Salvador,796567700
1984,SMR,San Marino,
1984,SOM,Somalia,115004196.817526
1984,SRB,Serbia,
1984,SSD,South Sudan,
1984,STP,Sao Tome and Principe,
1984,SUR,Suriname,
1984,SVK,Slovak Republic,
1984,SVN,Slovenia,
1984,SWE,Sweden,37330889552.4553
1984,SWZ,Eswatini,274452653.697553
1984,SXM,Sint Maarten (Dutch part),
1984,SYC,Seychelles,25707951.2305223
1984,SYR,Syrian Arab Republic,2222309622.74577
1984,TCA,Turks and Caicos Islands,
1984,TCD,Chad,165602339.466559
1984,TGO,Togo,367999845.293595
1984,THA,Thailand,9154250953.91592
1984,TJK,Tajikistan,
1984,TKM,Turkmenistan,
1984,TLS,Timor-Leste,
1984,TON,Tonga,17095217.2005265
1984,TTO,Trinidad and Tobago,
1984,TUN,Tunisia,2721035015.44799
1984,TUR,Turkey,9362386822.29737
1984,TUV,Tuvalu,
1984,TZA,Tanzania,
1984,UGA,Uganda,458913258.930495
1984,UKR,Ukraine,
1984,URY,Uruguay,1289224289.85227
1984,USA,United States,302381000000
1984,UZB,Uzbekistan,
1984,VCT,St. Vincent and the Grenadines,71462962.962963
1984,VEN,"Venezuela, RB",15038842857.1429
1984,VGB,British Virgin Islands,
1984,VIR,Virgin Islands,
1984,VNM,Vietnam,
1984,VUT,Vanuatu,78182001.4108637
1984,WSM,Samoa,
1984,XKX,Kosovo,
1984,YEM,"Yemen, Rep.",
1984,ZAF,South Africa,19094712692.8823
1984,ZMB,Zambia,
1984,ZWE,Zimbabwe,1306069400
1983,ABW,Aruba,
1983,AFG,Afghanistan,
1983,AGO,Angola,
1983,ALB,Albania,
1983,AND,Andorra,
1983,ARE,United Arab Emirates,
1983,ARG,Argentina,9515669466.75192
1983,ARM,Armenia,
1983,ASM,American Samoa,
1983,ATG,Antigua and Barbuda,94029629.6296296
1983,AUS,Australia,24060832943.3786
1983,AUT,Austria,21981186839.283
1983,AZE,Azerbaijan,
1983,BDI,Burundi,97956966.1108123
1983,BEL,Belgium,52385436370.8087
1983,BEN,Benin,150766908.094661
1983,BFA,Burkina Faso,126168367.94676
1983,BGD,Bangladesh,986784511.784512
1983,BGR,Bulgaria,6153111111.11111
1983,BHR,Bahrain,3611169946.80851
1983,BHS,"Bahamas, The",1153500000
1983,BIH,Bosnia and Herzegovina,
1983,BLR,Belarus,
1983,BLZ,Belize,76516537.3161435
1983,BMU,Bermuda,
1983,BOL,Bolivia,1536933903.2077
1983,BRA,Brazil,23221079048.8769
1983,BRB,Barbados,740714960.473326
1983,BRN,Brunei Darussalam,3393752957.87979
1983,BTN,Bhutan,19968316.8316832
1983,BWA,Botswana,727778284.25563
1983,CAF,Central African Republic,159064482.530585
1983,CAN,Canada,85180136319.3768
1983,CHE,Switzerland,48724852460.5783
1983,CHI,Channel Islands,
1983,CHL,Chile,4767971202.82819
1983,CHN,China,21956304449.37
1983,CIV,Cote d'Ivoire,2527383751.37115
1983,CMR,Cameroon,2243906920.39044
1983,COD,"Congo, Dem. Rep.",
1983,COG,"Congo, Rep.",1215274929.33037
1983,COL,Colombia,4050952667.78683
1983,COM,Comoros,16931592.3779493
1983,CPV,Cabo Verde,34103853.2038423
1983,CRI,Costa Rica,1134009178.91089
1983,CUB,Cuba,7224138183.93481
1983,CUW,Curaçao,
1983,CYM,Cayman Islands,
1983,CYP,Cyprus,1089019577.30812
1983,CZE,Czech Republic,
1983,DEU,Germany,156218503255.458
1983,DJI,Djibouti,
1983,DMA,Dominica,32888888.8888889
1983,DNK,Denmark,21784363039.9125
1983,DOM,Dominican Republic,1565486936.7
1983,DZA,Algeria,13635984129.6358
1983,ECU,Ecuador,2668860344.89493
1983,EGY,"Egypt, Arab Rep.",7101280558.78929
1983,ERI,Eritrea,
1983,ESP,Spain,32676952436.1949
1983,EST,Estonia,
1983,ETH,Ethiopia,
1983,FIN,Finland,14631725021.3493
1983,FJI,Fiji,
1983,FRA,France,125614080385.575
1983,FRO,Faroe Islands,
1983,FSM,"Micronesia, Fed. Sts.",3600000
1983,GAB,Gabon,2079692035.18531
1983,GBR,United Kingdom,123517042898.287
1983,GEO,Georgia,
1983,GHA,Ghana,225418866.282653
1983,GIB,Gibraltar,
1983,GIN,Guinea,
1983,GMB,Gambia,107765519.593724
1983,GNB,Guinea-Bissau,9829616.69480844
1983,GNQ,Equatorial Guinea,
1983,GRC,Greece,8143969040.24768
1983,GRD,Grenada,39000000
1983,GRL,Greenland,
1983,GTM,Guatemala,1176000000
1983,GUM,Guam,
1983,GUY,Guyana,224500000
1983,HKG,"Hong Kong SAR, China",28132742388.372
1983,HND,Honduras,1108154408.9
1983,HRV,Croatia,
1983,HTI,Haiti,
1983,HUN,Hungary,
1983,IDN,Indonesia,22488286937.0563
1983,IMN,Isle of Man,
1983,IND,India,12741342694.5045
1983,IRL,Ireland,9750543799.54977
1983,IRN,"Iran, Islamic Rep.",22725836919.3378
1983,IRQ,Iraq,9994853650.69154
1983,ISL,Iceland,1081525778.09265
1983,ISR,Israel,8851987544.48399
1983,ITA,Italy,90066434599.694
1983,JAM,Jamaica,1291947003.4158
1983,JOR,Jordan,1761498209.85954
1983,JPN,Japan,165328697491.534
1983,KAZ,Kazakhstan,
1983,KEN,Kenya,1551597959.75086
1983,KGZ,Kyrgyz Republic,
1983,KHM,Cambodia,
1983,KIR,Kiribati,10481801.8018018
1983,KNA,St. Kitts and Nevis,29200000
1983,KOR,"Korea, Rep.",24357331614.5665
1983,KWT,Kuwait,12339965694.6827
1983,LAO,Lao PDR,
1983,LBN,Lebanon,
1983,LBR,Liberia,
1983,LBY,Libya,
1983,LCA,St. Lucia,98274074.0740741
1983,LIE,Liechtenstein,
1983,LKA,Sri Lanka,1360645983.8504
1983,LSO,Lesotho,
1983,LTU,Lithuania,
1983,LUX,Luxembourg,4187632504.93097
1983,LVA,Latvia,
1983,MAC,"Macao SAR, China",1274081616.24822
1983,MAF,St. Martin (French part),
1983,MAR,Morocco,3697970835.14969
1983,MCO,Monaco,
1983,MDA,Moldova,
1983,MDG,Madagascar,371192737.431393
1983,MDV,Maldives,76700000
1983,MEX,Mexico,28288293089.0924
1983,MHL,Marshall Islands,
1983,MLI,Mali,206683356.688868
1983,MLT,Malta,697201131.73831
1983,MMR,Myanmar,
1983,MNE,Montenegro,
1983,MNG,Mongolia,725268666.666667
1983,MNP,Northern Mariana Islands,
1983,MOZ,Mozambique,197975124.378109
1983,MRT,Mauritania,360579104.461274
1983,MUS,Mauritius,508533939.28004
1983,MWI,Malawi,253830439.223698
1983,MYS,Malaysia,15468770818.0761
1983,NAM,Namibia,1034886275.91778
1983,NCL,New Caledonia,
1983,NER,Niger,375494087.638362
1983,NGA,Nigeria,5372793302.44897
1983,NIC,Nicaragua,532216678.083333
1983,NLD,Netherlands,83768991815.3038
1983,NOR,Norway,25431719752.2066
1983,NPL,Nepal,250371505.200971
1983,NRU,Nauru,
1983,NZL,New Zealand,6905888538.38065
1983,OMN,Oman,4255935147.65489
1983,PAK,Pakistan,3419646228.34646
1983,PAN,Panama,2792310500
1983,PER,Peru,3770109296.32813
1983,PHL,Philippines,7087386503.72997
1983,PLW,Palau,
1983,PNG,Papua New Guinea,927520631.503409
1983,POL,Poland,
1983,PRI,Puerto Rico,8521200000
1983,PRK,"Korea, Dem. People’s Rep.",
1983,PRT,Portugal,6687329352.15346
1983,PRY,Paraguay,525092104.54261
1983,PSE,West Bank and Gaza,
1983,PYF,French Polynesia,
1983,QAT,Qatar,
1983,ROU,Romania,
1983,RUS,Russian Federation,
1983,RWA,Rwanda,171374038.310444
1983,SAU,Saudi Arabia,49690593342.9812
1983,SDN,Sudan,872230769.230769
1983,SEN,Senegal,1235618658.01664
1983,SGP,Singapore,29675560747.6636
1983,SLB,Solomon Islands,69388821.1736026
1983,SLE,Sierra Leone,110166389.968865
1983,SLV,El Salvador,858652600
1983,SMR,San Marino,
1983,SOM,Somalia,173400620.331603
1983,SRB,Serbia,
1983,SSD,South Sudan,
1983,STP,Sao Tome and Principe,
1983,SUR,Suriname,
1983,SVK,Slovak Republic,
1983,SVN,Slovenia,
1983,SWE,Sweden,35231448226.8394
1983,SWZ,Eswatini,345031864.285073
1983,SXM,Sint Maarten (Dutch part),
1983,SYC,Seychelles,20279885.7829013
1983,SYR,Syrian Arab Republic,2382576880.88819
1983,TCA,Turks and Caicos Islands,
1983,TCD,Chad,136673323.981668
1983,TGO,Togo,348233629.345048
1983,THA,Thailand,8053095421.32425
1983,TJK,Tajikistan,
1983,TKM,Turkmenistan,
1983,TLS,Timor-Leste,
1983,TON,Tonga,11355855.8558559
1983,TTO,Trinidad and Tobago,
1983,TUN,Tunisia,2869475545.07955
1983,TUR,Turkey,7693263016.89457
1983,TUV,Tuvalu,
1983,TZA,Tanzania,
1983,UGA,Uganda,194000000
1983,UKR,Ukraine,
1983,URY,Uruguay,1310718586.91289
1983,USA,United States,276996000000
1983,UZB,Uzbekistan,
1983,VCT,St. Vincent and the Grenadines,57681481.4814815
1983,VEN,"Venezuela, RB",15325488372.093
1983,VGB,British Virgin Islands,
1983,VIR,Virgin Islands,
1983,VNM,Vietnam,
1983,VUT,Vanuatu,59716193.0160008
1983,WSM,Samoa,
1983,XKX,Kosovo,
1983,YEM,"Yemen, Rep.",
1983,ZAF,South Africa,20941567188.9735
1983,ZMB,Zambia,
1983,ZWE,Zimbabwe,1276639700
1986,ABW,Aruba,
1986,AFG,Afghanistan,
1986,AGO,Angola,
1986,ALB,Albania,327312512.5
1986,AND,Andorra,
1986,ARE,United Arab Emirates,
1986,ARG,Argentina,9054444307.18032
1986,ARM,Armenia,
1986,ASM,American Samoa,
1986,ATG,Antigua and Barbuda,205892592.592593
1986,AUS,Australia,27321628427.5322
1986,AUT,Austria,31689309598.9184
1986,AZE,Azerbaijan,
1986,BDI,Burundi,140881024.787597
1986,BEL,Belgium,68397851544.1575
1986,BEN,Benin,222807320.060097
1986,BFA,Burkina Faso,183075141.081916
1986,BGD,Bangladesh,1128533333.33333
1986,BGR,Bulgaria,8106529411.76471
1986,BHR,Bahrain,3013031914.89362
1986,BHS,"Bahamas, The",1577900000
1986,BIH,Bosnia and Herzegovina,
1986,BLR,Belarus,
1986,BLZ,Belize,104359482.16164
1986,BMU,Bermuda,
1986,BOL,Bolivia,844298528.585403
1986,BRA,Brazil,23640556197.1808
1986,BRB,Barbados,715905135.981703
1986,BRN,Brunei Darussalam,
1986,BTN,Bhutan,35504361.6177637
1986,BWA,Botswana,951599169.815337
1986,CAF,Central African Republic,204099901.272257
1986,CAN,Canada,102238215185.318
1986,CHE,Switzerland,68986425426.6496
1986,CHI,Channel Islands,
1986,CHL,Chile,5161066966.67965
1986,CHN,China,26202580690.47
1986,CIV,Cote d'Ivoire,3617154650.84482
1986,CMR,Cameroon,2472751280.0609
1986,COD,"Congo, Dem. Rep.",
1986,COG,"Congo, Rep.",736631970.121334
1986,COL,Colombia,6582202894.2535
1986,COM,Comoros,24669148.1159563
1986,CPV,Cabo Verde,33573415.1518063
1986,CRI,Costa Rica,1384953405.01792
1986,CUB,Cuba,7687511279.09767
1986,CUW,Curaçao,
1986,CYM,Cayman Islands,
1986,CYP,Cyprus,1391979209.03955
1986,CZE,Czech Republic,
1986,DEU,Germany,222484871205.98
1986,DJI,Djibouti,
1986,DMA,Dominica,59766666.6666667
1986,DNK,Denmark,28448646644.4197
1986,DOM,Dominican Republic,1404403987.19141
1986,DZA,Algeria,8188005040.40834
1986,ECU,Ecuador,2393509352.64328
1986,EGY,"Egypt, Arab Rep.",5706267539.75678
1986,ERI,Eritrea,
1986,ESP,Spain,45828335986.6936
1986,EST,Estonia,
1986,ETH,Ethiopia,
1986,FIN,Finland,18858784893.2677
1986,FJI,Fiji,
1986,FRA,France,157252580736.812
1986,FRO,Faroe Islands,
1986,FSM,"Micronesia, Fed. Sts.",
1986,GAB,Gabon,1197784951.80843
1986,GBR,United Kingdom,146317372031.662
1986,GEO,Georgia,
1986,GHA,Ghana,949412973.172926
1986,GIB,Gibraltar,
1986,GIN,Guinea,597773146.723816
1986,GMB,Gambia,86555971.1191336
1986,GNB,Guinea-Bissau,6817564.96112985
1986,GNQ,Equatorial Guinea,
1986,GRC,Greece,9976099318.40312
1986,GRD,Grenada,75888888.8888889
1986,GRL,Greenland,
1986,GTM,Guatemala,1160867534.24658
1986,GUM,Guam,
1986,GUY,Guyana,233674418.604651
1986,HKG,"Hong Kong SAR, China",43008342624.2743
1986,HND,Honduras,1393796694.42391
1986,HRV,Croatia,
1986,HTI,Haiti,
1986,HUN,Hungary,
1986,IDN,Indonesia,16387068862.1352
1986,IMN,Isle of Man,
1986,IND,India,12937864153.5995
1986,IRL,Ireland,14098607778.7198
1986,IRN,"Iran, Islamic Rep.",7802605538.86349
1986,IRQ,Iraq,7776777098.74558
1986,ISL,Iceland,1516684742.67836
1986,ISR,Israel,11178268113.9938
1986,ITA,Italy,119754760878.036
1986,JAM,Jamaica,1345412391.83614
1986,JOR,Jordan,1811714285.71429
1986,JPN,Japan,226862362760.934
1986,KAZ,Kazakhstan,
1986,KEN,Kenya,1871195192.4321
1986,KGZ,Kyrgyz Republic,
1986,KHM,Cambodia,
1986,KIR,Kiribati,10251871.657754
1986,KNA,St. Kitts and Nevis,57844444.4444444
1986,KOR,"Korea, Rep.",37521016506.8921
1986,KWT,Kuwait,8269098761.18376
1986,LAO,Lao PDR,64210523.1578947
1986,LBN,Lebanon,
1986,LBR,Liberia,
1986,LBY,Libya,
1986,LCA,St. Lucia,166481481.481481
1986,LIE,Liechtenstein,
1986,LKA,Sri Lanka,1519200571.0207
1986,LSO,Lesotho,
1986,LTU,Lithuania,
1986,LUX,Luxembourg,6806418909.15658
1986,LVA,Latvia,
1986,MAC,"Macao SAR, China",1661258922.77742
1986,MAF,St. Martin (French part),
1986,MAR,Morocco,4258784763.4111
1986,MCO,Monaco,
1986,MDA,Moldova,
1986,MDG,Madagascar,395835112.720437
1986,MDV,Maldives,96600000
1986,MEX,Mexico,22445889179.4704
1986,MHL,Marshall Islands,
1986,MLI,Mali,268401433.530298
1986,MLT,Malta,923257046.100066
1986,MMR,Myanmar,
1986,MNE,Montenegro,
1986,MNG,Mongolia,874014900
1986,MNP,Northern Mariana Islands,
1986,MOZ,Mozambique,132475247.524752
1986,MRT,Mauritania,450849239.663866
1986,MUS,Mauritius,885091783.995723
1986,MWI,Malawi,271183708.559454
1986,MYS,Malaysia,15662760323.8553
1986,NAM,Namibia,1022556849.01532
1986,NCL,New Caledonia,
1986,NER,Niger,380827489.511441
1986,NGA,Nigeria,2876808721.57447
1986,NIC,Nicaragua,368687427.596026
1986,NLD,Netherlands,102009544522.396
1986,NOR,Norway,26430822075.2701
1986,NPL,Nepal,332467040.80954
1986,NRU,Nauru,
1986,NZL,New Zealand,8152196873.67976
1986,OMN,Oman,2874345549.73822
1986,PAK,Pakistan,3796228158.71048
1986,PAN,Panama,3202394800
1986,PER,Peru,2506550000
1986,PHL,Philippines,7863796681.00678
1986,PLW,Palau,
1986,PNG,Papua New Guinea,1154004426.60078
1986,POL,Poland,
1986,PRI,Puerto Rico,11571400000
1986,PRK,"Korea, Dem. People’s Rep.",
1986,PRT,Portugal,10071371800.0268
1986,PRY,Paraguay,1276819837.9609
1986,PSE,West Bank and Gaza,
1986,PYF,French Polynesia,
1986,QAT,Qatar,
1986,ROU,Romania,
1986,RUS,Russian Federation,
1986,RWA,Rwanda,244728622.493889
1986,SAU,Saudi Arabia,23221442073.9941
1986,SDN,Sudan,747500000
1986,SEN,Senegal,1302687725.98907
1986,SGP,Singapore,27644243443.4798
1986,SLB,Solomon Islands,77289692.7935687
1986,SLE,Sierra Leone,58414118.8168034
1986,SLV,El Salvador,930400000
1986,SMR,San Marino,
1986,SOM,Somalia,64782760.6451115
1986,SRB,Serbia,
1986,SSD,South Sudan,
1986,STP,Sao Tome and Principe,
1986,SUR,Suriname,
1986,SVK,Slovak Republic,
1986,SVN,Slovenia,
1986,SWE,Sweden,46547099444.1013
1986,SWZ,Eswatini,308884026.258206
1986,SXM,Sint Maarten (Dutch part),
1986,SYC,Seychelles,18399843.5000997
1986,SYR,Syrian Arab Republic,1530228810.91534
1986,TCA,Turks and Caicos Islands,
1986,TCD,Chad,143026030.430362
1986,TGO,Togo,466639453.442751
1986,THA,Thailand,11033541326.8236
1986,TJK,Tajikistan,
1986,TKM,Turkmenistan,
1986,TLS,Timor-Leste,
1986,TON,Tonga,17534759.3582888
1986,TTO,Trinidad and Tobago,
1986,TUN,Tunisia,2721914357.68262
1986,TUR,Turkey,10081244162.429
1986,TUV,Tuvalu,
1986,TZA,Tanzania,
1986,UGA,Uganda,502570433.564887
1986,UKR,Ukraine,
1986,URY,Uruguay,1541476814.9821
1986,USA,United States,320998000000
1986,UZB,Uzbekistan,
1986,VCT,St. Vincent and the Grenadines,92888888.8888889
1986,VEN,"Venezuela, RB",11651320987.6543
1986,VGB,British Virgin Islands,
1986,VIR,Virgin Islands,
1986,VNM,Vietnam,1744152761.16778
1986,VUT,Vanuatu,41260413.1644813
1986,WSM,Samoa,
1986,XKX,Kosovo,
1986,YEM,"Yemen, Rep.",
1986,ZAF,South Africa,19987469176.5746
1986,ZMB,Zambia,
1986,ZWE,Zimbabwe,1495277800
1985,ABW,Aruba,
1985,AFG,Afghanistan,
1985,AGO,Angola,
1985,ALB,Albania,319090900.273501
1985,AND,Andorra,
1985,ARE,United Arab Emirates,
1985,ARG,Argentina,10376666928.8033
1985,ARM,Armenia,
1985,ASM,American Samoa,
1985,ATG,Antigua and Barbuda,151681481.481481
1985,AUS,Australia,27497123571.3738
1985,AUT,Austria,24230778531.5243
1985,AZE,Azerbaijan,
1985,BDI,Burundi,126803836.274753
1985,BEL,Belgium,53601962633.3311
1985,BEN,Benin,247338434.725317
1985,BFA,Burkina Faso,154030085.947449
1985,BGD,Bangladesh,1199576923.07692
1985,BGR,Bulgaria,7341684210.52631
1985,BHR,Bahrain,3716489627.65957
1985,BHS,"Bahamas, The",1503600000
1985,BIH,Bosnia and Herzegovina,
1985,BLR,Belarus,
1985,BLZ,Belize,83652580.9580265
1985,BMU,Bermuda,
1985,BOL,Bolivia,1024366575.83932
1985,BRA,Brazil,27305943051.3526
1985,BRB,Barbados,811763536.021479
1985,BRN,Brunei Darussalam,
1985,BTN,Bhutan,25820533.5489086
1985,BWA,Botswana,738988752.233785
1985,CAF,Central African Republic,190340624.533959
1985,CAN,Canada,100834126693.519
1985,CHE,Switzerland,52332532619.755
1985,CHI,Channel Islands,
1985,CHL,Chile,4647193725.63029
1985,CHN,China,25801403273.95
1985,CIV,Cote d'Ivoire,3263789748.09855
1985,CMR,Cameroon,2725480658.49439
1985,COD,"Congo, Dem. Rep.",
1985,COG,"Congo, Rep.",1227120964.24005
1985,COL,Colombia,4818142148.53733
1985,COM,Comoros,17384173.7687286
1985,CPV,Cabo Verde,31179559.0390662
1985,CRI,Costa Rica,1204104950.49505
1985,CUB,Cuba,7725366415.54755
1985,CUW,Curaçao,
1985,CYM,Cayman Islands,
1985,CYP,Cyprus,1184542898.27255
1985,CZE,Czech Republic,
1985,DEU,Germany,167859786008.504
1985,DJI,Djibouti,
1985,DMA,Dominica,36025925.9259259
1985,DNK,Denmark,22827186591.6726
1985,DOM,Dominican Republic,1319817837.17792
1985,DZA,Algeria,13664028063.9644
1985,ECU,Ecuador,3375176924.81068
1985,EGY,"Egypt, Arab Rep.",7119673332.63533
1985,ERI,Eritrea,
1985,ESP,Spain,37800134442.2701
1985,EST,Estonia,
1985,ETH,Ethiopia,
1985,FIN,Finland,15638910207.2141
1985,FJI,Fiji,
1985,FRA,France,129015184698.496
1985,FRO,Faroe Islands,
1985,FSM,"Micronesia, Fed. Sts.",
1985,GAB,Gabon,2089867355.9314
1985,GBR,United Kingdom,133642893223.819
1985,GEO,Georgia,
1985,GHA,Ghana,479914488.823251
1985,GIB,Gibraltar,
1985,GIN,Guinea,
1985,GMB,Gambia,99013867.8445774
1985,GNB,Guinea-Bissau,14037481.2502193
1985,GNQ,Equatorial Guinea,
1985,GRC,Greece,7715318776.21515
